DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Similarity
COLOR	#ff0000
DATA
Sporidiobolus_salmonicolor_Ssal-KRED	#59C959	High (100.0%)
Coprinopsis_cinerea_EFI27543	#87CEEB	Low (35.4%)
Coprinopsis_cinerea_EAU83881	#87CEEB	Low (34.6%)
Coprinopsis_cinerea_EAU87172	#905799	Far distant (23.5%)
Coprinopsis_cinerea_EAU87173	#EAFF80	Medium (40.6%)
Cordyceps_brongniartii_OAA52666	#87CEEB	Low (34.0%)
Cordyceps_brongniartii_OAA52674	#87CEEB	Low (30.7%)
Cordyceps_brongniartii_OAA37067	#87CEEB	Low (36.6%)
Cordyceps_brongniartii_OAA49002	#87CEEB	Low (34.9%)
Cordyceps_confragosa_OAR01565	#87CEEB	Low (30.3%)
Cordyceps_fumosorosea_OAA60645	#905799	Far distant (29.5%)
Cordyceps_fumosorosea_OAA60646	#905799	Far distant (29.8%)
Cordyceps_fumosorosea_OAA57736	#905799	Far distant (29.8%)
Cordyceps_fumosorosea_OAA54063	#87CEEB	Low (36.9%)
Cordyceps_fumosorosea_OAA70364	#87CEEB	Low (34.5%)
Cordyceps_militaris_EGX95932	#87CEEB	Low (31.8%)
Cordyceps_militaris_EGX93468	#905799	Far distant (26.8%)
Cordyceps_militaris_EGX90990	#87CEEB	Low (34.9%)
Corynespora_cassiicola_PSN74924	#905799	Far distant (26.7%)
Corynespora_cassiicola_PSN75580	#87CEEB	Low (35.8%)
Corynespora_cassiicola_PSN66712	#87CEEB	Low (39.6%)
Corynespora_cassiicola_PSN66757	#87CEEB	Low (33.0%)
Corynespora_cassiicola_PSN65785	#87CEEB	Low (36.0%)
Corynespora_cassiicola_PSN65912	#87CEEB	Low (33.7%)
Corynespora_cassiicola_PSN65150	#87CEEB	Low (34.2%)
Corynespora_cassiicola_PSN62460	#87CEEB	Low (33.2%)
Corynespora_cassiicola_PSN62799	#87CEEB	Low (30.1%)
Corynespora_cassiicola_PSN61408	#905799	Far distant (27.1%)
Corynespora_cassiicola_PSN60080	#905799	Far distant (29.8%)
Corynespora_cassiicola_PSN60796	#87CEEB	Low (33.2%)
Corynespora_cassiicola_PSN60861	#87CEEB	Low (31.7%)
Corynespora_cassiicola_PSN60394	#87CEEB	Low (38.0%)
Corynespora_cassiicola_PSN58557	#87CEEB	Low (32.1%)
Cryptococcus_amylolentus_ODN84048	#87CEEB	Low (35.0%)
Cryptococcus_amylolentus_ODN75553	#87CEEB	Low (35.6%)
Cryptococcus_amylolentus_ODN73744	#905799	Far distant (26.6%)
Cryptococcus_amylolentus_ODN83667	#87CEEB	Low (30.7%)
Cryptococcus_amylolentus_ODN83668	#905799	Far distant (21.6%)
Cryptococcus_amylolentus_ODN83669	#87CEEB	Low (38.9%)
Cryptococcus_amylolentus_ODN83672	#87CEEB	Low (32.7%)
Cryptococcus_amylolentus_ODN83671	#87CEEB	Low (32.7%)
Cryptococcus_amylolentus_ODN80656	#87CEEB	Low (36.1%)
Cryptococcus_amylolentus_ODN80655	#87CEEB	Low (36.3%)
Cryptococcus_amylolentus_ODN79586	#87CEEB	Low (31.1%)
Cryptococcus_amylolentus_ODN79992	#87CEEB	Low (31.8%)
Cryptococcus_amylolentus_ODN79993	#87CEEB	Low (31.2%)
Cryptococcus_amylolentus_ODN79997	#905799	Far distant (27.4%)
Cryptococcus_amylolentus_ODN79996	#905799	Far distant (27.9%)
Cryptococcus_amylolentus_ODN80004	#905799	Far distant (26.1%)
Cryptococcus_amylolentus_ODN80024	#905799	Far distant (27.7%)
Cryptococcus_amylolentus_ODN80031	#905799	Far distant (27.3%)
Cryptococcus_amylolentus_ODN80032	#905799	Far distant (25.5%)
Cryptococcus_amylolentus_ODN80033	#905799	Far distant (27.7%)
Cryptococcus_amylolentus_ODN80034	#905799	Far distant (27.6%)
Cryptococcus_amylolentus_ODN80039	#905799	Far distant (25.5%)
Cryptococcus_amylolentus_ODN80040	#905799	Far distant (26.3%)
Cryptococcus_amylolentus_ODN80041	#905799	Far distant (25.6%)
Cryptococcus_amylolentus_ODN80038	#905799	Far distant (25.5%)
Cryptococcus_amylolentus_ODN78404	#87CEEB	Low (33.5%)
Cryptococcus_amylolentus_ODN78405	#87CEEB	Low (32.2%)
Cryptococcus_amylolentus_ODN78723	#87CEEB	Low (34.7%)
Cryptococcus_amylolentus_ODN78724	#87CEEB	Low (35.8%)
Cryptococcus_amylolentus_ODN78742	#87CEEB	Low (33.1%)
Cryptococcus_amylolentus_ODN78851	#87CEEB	Low (36.6%)
Cryptococcus_amylolentus_ODN78852	#87CEEB	Low (34.9%)
Cryptococcus_amylolentus_ODN78853	#87CEEB	Low (35.9%)
Cryptococcus_amylolentus_ODN76506	#905799	Far distant (23.3%)
Cryptococcus_depauperatus_ODN93217	#87CEEB	Low (33.8%)
Cryptococcus_depauperatus_ODN89070	#87CEEB	Low (34.7%)
Cryptococcus_gattii_KIR46049	#87CEEB	Low (36.2%)
Cryptococcus_gattii_KIR46050	#87CEEB	Low (37.3%)
Cryptococcus_gattii_KIR46051	#87CEEB	Low (38.8%)
Cryptococcus_neoformans_OWZ53990	#87CEEB	Low (35.8%)
Cryptococcus_neoformans_OWZ53991	#87CEEB	Low (38.8%)
Cryptococcus_neoformans_OWZ52594	#905799	Far distant (29.8%)
Cutaneotrichosporon_oleaginosum_KLT45561	#905799	Far distant (19.5%)
Cutaneotrichosporon_oleaginosum_KLT45562	#87CEEB	Low (32.2%)
Cutaneotrichosporon_oleaginosum_KLT45563	#87CEEB	Low (31.5%)
Cutaneotrichosporon_oleaginosum_KLT40686	#87CEEB	Low (38.4%)
Cyberlindnera_fabianii_ONH66200	#87CEEB	Low (30.9%)
Cyberlindnera_jadinii_CEP23465	#87CEEB	Low (33.3%)
Cyberlindnera_jadinii_CEP24108	#905799	Far distant (28.4%)
Cyberlindnera_jadinii_CEP24189	#87CEEB	Low (30.3%)
Cyberlindnera_jadinii_CEP24190	#87CEEB	Low (33.9%)
Cylindrobasidium_torrendii_KIY74197	#87CEEB	Low (34.2%)
Cylindrobasidium_torrendii_KIY74213	#87CEEB	Low (33.9%)
Cylindrobasidium_torrendii_KIY72461	#905799	Far distant (27.9%)
Cylindrobasidium_torrendii_KIY70087	#905799	Far distant (27.2%)
Cylindrobasidium_torrendii_KIY69264	#905799	Far distant (24.4%)
Cylindrobasidium_torrendii_KIY66955	#87CEEB	Low (30.5%)
Cylindrobasidium_torrendii_KIY66562	#905799	Far distant (28.7%)
Cylindrobasidium_torrendii_KIY66066	#87CEEB	Low (33.5%)
Cylindrobasidium_torrendii_KIY65832	#905799	Far distant (26.7%)
Cyphellophora_europaea_ETN45868	#905799	Far distant (23.4%)
Cyphellophora_europaea_ETN46665	#87CEEB	Low (35.5%)
Cyphellophora_europaea_ETN45440	#EAFF80	Medium (42.2%)
Cyphellophora_europaea_ETN45702	#87CEEB	Low (30.5%)
Cyphellophora_europaea_ETN45808	#87CEEB	Low (33.1%)
Cyphellophora_europaea_ETN42403	#EAFF80	Medium (41.0%)
Cyphellophora_europaea_ETN42807	#87CEEB	Low (34.1%)
Cyphellophora_europaea_ETN41810	#87CEEB	Low (33.9%)
Cyphellophora_europaea_ETN40007	#87CEEB	Low (33.3%)
Cyphellophora_europaea_ETN40016	#905799	Far distant (25.5%)
Cyphellophora_europaea_ETN40907	#87CEEB	Low (31.1%)
Cyphellophora_europaea_ETN39771	#905799	Far distant (28.2%)
Cyphellophora_europaea_ETN38212	#87CEEB	Low (35.4%)
Cyphellophora_europaea_ETN38951	#87CEEB	Low (36.5%)
Cyphellophora_europaea_ETN39038	#87CEEB	Low (36.2%)
Cyphellophora_europaea_ETN37784	#87CEEB	Low (35.9%)
Cyphellophora_europaea_ETN37119	#905799	Far distant (28.0%)
Dacryopinax_primogenitus_EJU06125	#905799	Far distant (29.3%)
Dacryopinax_primogenitus_EJU06665	#87CEEB	Low (31.1%)
Dacryopinax_primogenitus_EJU04707	#87CEEB	Low (32.4%)
Dacryopinax_primogenitus_EJU03768	#905799	Far distant (27.9%)
Dacryopinax_primogenitus_EJU03772	#87CEEB	Low (32.6%)
Dacryopinax_primogenitus_EJU03780	#87CEEB	Low (31.6%)
Dacryopinax_primogenitus_EJU02883	#905799	Far distant (26.7%)
Dacryopinax_primogenitus_EJU02016	#87CEEB	Low (35.4%)
Dacryopinax_primogenitus_EJU02038	#905799	Far distant (27.8%)
Dacryopinax_primogenitus_EJU01448	#905799	Far distant (29.9%)
Dacryopinax_primogenitus_EJU01451	#905799	Far distant (29.7%)
Dacryopinax_primogenitus_EJU00054	#87CEEB	Low (35.7%)
Dacryopinax_primogenitus_EJU00055	#EAFF80	Medium (44.5%)
Dacryopinax_primogenitus_EJT99636	#87CEEB	Low (33.5%)
Dacryopinax_primogenitus_EJT99637	#87CEEB	Low (35.3%)
Dacryopinax_primogenitus_EJT99638	#87CEEB	Low (32.7%)
Dacryopinax_primogenitus_EJT99744	#87CEEB	Low (36.2%)
Dacryopinax_primogenitus_EJT99759	#87CEEB	Low (33.3%)
Dacryopinax_primogenitus_EJT99776	#87CEEB	Low (36.0%)
Dacryopinax_primogenitus_EJT98086	#87CEEB	Low (30.6%)
Dacryopinax_primogenitus_EJT98088	#87CEEB	Low (32.0%)
Dacryopinax_primogenitus_EJT96897	#87CEEB	Low (36.2%)
Dacryopinax_primogenitus_EJT96899	#87CEEB	Low (34.2%)
Dacryopinax_primogenitus_EJT96665	#905799	Far distant (28.9%)
Dacryopinax_primogenitus_EJT96666	#87CEEB	Low (36.4%)
Dactylellina_haptotyla_EPS44032	#87CEEB	Low (31.5%)
Dactylellina_haptotyla_EPS43583	#87CEEB	Low (31.6%)
Dactylellina_haptotyla_EPS39650	#87CEEB	Low (33.3%)
Dactylellina_haptotyla_EPS38135	#87CEEB	Low (37.9%)
Dactylellina_haptotyla_EPS36145	#905799	Far distant (29.0%)
Daedalea_quercina_KZT73628	#87CEEB	Low (37.1%)
Daedalea_quercina_KZT73629	#87CEEB	Low (37.9%)
Daedalea_quercina_KZT73630	#87CEEB	Low (36.4%)
Daldinia_sp_OTB18598	#905799	Far distant (26.6%)
Daldinia_sp_OTB17455	#EAFF80	Medium (41.0%)
Daldinia_sp_OTB15194	#87CEEB	Low (35.4%)
Daldinia_sp_OTB15266	#87CEEB	Low (34.1%)
Daldinia_sp_OTB14748	#87CEEB	Low (34.3%)
Daldinia_sp_OTB12163	#905799	Far distant (28.6%)
Daldinia_sp_OTB10642	#87CEEB	Low (35.9%)
Daldinia_sp_OTB10295	#87CEEB	Low (35.6%)
Debaryomyces_fabryi_KSA03616	#87CEEB	Low (30.4%)
Debaryomyces_fabryi_KSA02019	#905799	Far distant (29.9%)
Debaryomyces_fabryi_KSA01242	#87CEEB	Low (32.6%)
Debaryomyces_fabryi_KSA00093	#87CEEB	Low (31.9%)
Debaryomyces_fabryi_KRZ99698	#87CEEB	Low (33.9%)
Debaryomyces_fabryi_KRZ99669	#905799	Far distant (28.4%)
Debaryomyces_hansenii_CAG84554	#87CEEB	Low (33.6%)
Debaryomyces_hansenii_CAG84652	#87CEEB	Low (32.2%)
Debaryomyces_hansenii_CAG86119	#905799	Far distant (28.3%)
Debaryomyces_hansenii_CAG86665	#87CEEB	Low (30.8%)
Debaryomyces_hansenii_CAG87442	#905799	Far distant (29.5%)
Diaporthe_ampelina_KKY36953	#87CEEB	Low (32.5%)
Diaporthe_ampelina_KKY36422	#87CEEB	Low (35.7%)
Diaporthe_ampelina_KKY35409	#87CEEB	Low (30.3%)
Diaporthe_ampelina_KKY34746	#87CEEB	Low (35.5%)
Diaporthe_ampelina_KKY34657	#87CEEB	Low (31.5%)
Diaporthe_ampelina_KKY39422	#905799	Far distant (27.4%)
Diaporthe_ampelina_KKY33603	#905799	Far distant (27.7%)
Diaporthe_ampelina_KKY32384	#87CEEB	Low (38.5%)
Diaporthe_ampelina_KKY37949	#87CEEB	Low (34.2%)
Diaporthe_ampelina_KKY29636	#905799	Far distant (27.3%)
Diaporthe_ampelina_KKY37087	#87CEEB	Low (36.0%)
Diaporthe_helianthi_POS71633	#87CEEB	Low (30.4%)
Diaporthe_helianthi_POS79245	#905799	Far distant (29.3%)
Diaporthe_helianthi_POS71251	#905799	Far distant (27.2%)
Diaporthe_helianthi_POS78915	#87CEEB	Low (34.9%)
Diaporthe_helianthi_POS81178	#905799	Far distant (27.5%)
Diaporthe_helianthi_POS78473	#87CEEB	Low (36.5%)
Diaporthe_helianthi_POS69675	#87CEEB	Low (32.4%)
Diaporthe_helianthi_POS68976	#87CEEB	Low (34.8%)
Diaporthe_helianthi_POS68948	#87CEEB	Low (31.0%)
Diaporthe_helianthi_POS73152	#87CEEB	Low (38.1%)
Diaporthe_helianthi_POS72901	#87CEEB	Low (38.6%)
Dichomitus_squalens_EJF56380	#87CEEB	Low (31.6%)
Dichomitus_squalens_EJF56384	#87CEEB	Low (33.2%)
Dichomitus_squalens_EJF56274	#87CEEB	Low (34.3%)
Dichomitus_squalens_EJF61546	#87CEEB	Low (33.5%)
Dichomitus_squalens_EJF59792	#87CEEB	Low (33.0%)
Dichomitus_squalens_EJF59795	#87CEEB	Low (32.0%)
Dichomitus_squalens_EJF59495	#87CEEB	Low (32.0%)
Dichomitus_squalens_EJF59509	#905799	Far distant (26.5%)
Dichomitus_squalens_EJF59004	#87CEEB	Low (34.3%)
Dichomitus_squalens_EJF59005	#87CEEB	Low (36.8%)
Dichomitus_squalens_EJF59007	#87CEEB	Low (35.9%)
Dichomitus_squalens_EJF59014	#87CEEB	Low (36.4%)
Dichomitus_squalens_EJF59015	#87CEEB	Low (34.6%)
Dichomitus_squalens_EJF58867	#87CEEB	Low (31.3%)
Diplodia_corticola_OJD36593	#87CEEB	Low (37.2%)
Diplodia_corticola_OJD35910	#87CEEB	Low (39.1%)
Diplodia_corticola_OJD39870	#87CEEB	Low (32.8%)
Diplodia_corticola_OJD33987	#87CEEB	Low (35.3%)
Diplodia_corticola_OJD33154	#87CEEB	Low (39.0%)
Diplodia_corticola_OJD38654	#EAFF80	Medium (42.1%)
Diplodia_corticola_OJD32080	#87CEEB	Low (32.8%)
Diplodia_corticola_OJD31163	#87CEEB	Low (31.1%)
Diplodia_corticola_OJD30317	#87CEEB	Low (34.1%)
Diplodia_corticola_OJD28994	#905799	Far distant (27.7%)
Diplodia_seriata_KKY20409	#905799	Far distant (26.7%)
Diplodia_seriata_KKY17235	#87CEEB	Low (32.8%)
Diplodia_seriata_KKY15405	#EAFF80	Medium (40.8%)
Diplodia_seriata_KKY27158	#87CEEB	Low (39.9%)
Diplodia_seriata_KKY14167	#87CEEB	Low (39.6%)
Diplodia_seriata_KKY13203	#87CEEB	Low (33.2%)
Diplodia_seriata_KKY24238	#87CEEB	Low (33.6%)
Diplodia_seriata_KKY21070	#87CEEB	Low (34.1%)
Drechmeria_coniospora_KYK54091	#87CEEB	Low (33.7%)
Drechslerella_stenobrocha_EWC47704	#87CEEB	Low (32.7%)
Elaphomyces_granulatus_OXV05421	#87CEEB	Low (30.9%)
Elaphomyces_granulatus_OXV10817	#87CEEB	Low (35.5%)
Elsinoe_australis_PSK55972	#87CEEB	Low (35.1%)
Emergomyces_pasteuriana_OJD14593	#EAFF80	Medium (40.2%)
Emergomyces_pasteuriana_OJD17788	#87CEEB	Low (35.3%)
Emmonsia_crescens_PGH35435	#EAFF80	Medium (41.4%)
Emmonsia_crescens_PGH33177	#87CEEB	Low (33.7%)
Emmonsia_parva_PGG97339	#EAFF80	Medium (41.4%)
Emmonsia_parva_PGH08395	#87CEEB	Low (33.0%)
Endocarpon_pusillum_ERF76571	#EAFF80	Medium (40.5%)
Endocarpon_pusillum_ERF72351	#87CEEB	Low (31.5%)
Endocarpon_pusillum_ERF69361	#87CEEB	Low (35.7%)
Epicoccum_nigrum_OSS53899	#87CEEB	Low (35.1%)
Epicoccum_nigrum_OSS54735	#905799	Far distant (27.8%)
Epicoccum_nigrum_OSS48205	#905799	Far distant (27.0%)
Epicoccum_nigrum_OSS48132	#87CEEB	Low (31.9%)
Epicoccum_nigrum_OSS47415	#87CEEB	Low (30.6%)
Epicoccum_nigrum_OSS43387	#87CEEB	Low (36.1%)
Erysiphe_necator_KHJ34608	#87CEEB	Low (34.4%)
Erysiphe_pulchra_POS83812	#87CEEB	Low (33.5%)
Escovopsis_weberi_KOS22537	#87CEEB	Low (30.4%)
Escovopsis_weberi_KOS18239	#87CEEB	Low (33.1%)
Escovopsis_weberi_KOS20577	#87CEEB	Low (32.9%)
Eutypa_lata_EMR63380	#905799	Far distant (29.1%)
Eutypa_lata_EMR63070	#87CEEB	Low (36.8%)
Eutypa_lata_EMR72280	#87CEEB	Low (34.9%)
Eutypa_lata_EMR62860	#905799	Far distant (28.9%)
Eutypa_lata_EMR61589	#87CEEB	Low (33.9%)
Eutypa_lata_EMR69137	#905799	Far distant (28.1%)
Eutypa_lata_EMR69030	#87CEEB	Low (31.4%)
Eutypa_lata_EMR67854	#87CEEB	Low (31.0%)
Eutypa_lata_EMR67309	#EAFF80	Medium (43.3%)
Eutypa_lata_EMR66145	#EAFF80	Medium (43.5%)
Eutypa_lata_EMR65423	#87CEEB	Low (33.0%)
Eutypa_lata_EMR65340	#87CEEB	Low (35.6%)
Eutypa_lata_EMR65145	#87CEEB	Low (30.6%)
Eutypa_lata_EMR65017	#EAFF80	Medium (41.5%)
Exidia_glandulosa_KZV83587	#905799	Far distant (28.3%)
Exidia_glandulosa_KZV86947	#905799	Far distant (25.8%)
Exidia_glandulosa_KZV86952	#87CEEB	Low (36.6%)
Exidia_glandulosa_KZV86953	#87CEEB	Low (33.1%)
Exidia_glandulosa_KZV90128	#87CEEB	Low (32.7%)
Exidia_glandulosa_KZV90129	#87CEEB	Low (36.4%)
Exidia_glandulosa_KZW02237	#87CEEB	Low (35.4%)
Exidia_glandulosa_KZW00970	#87CEEB	Low (35.6%)
Exidia_glandulosa_KZW00979	#87CEEB	Low (36.1%)
Exidia_glandulosa_KZV89650	#87CEEB	Low (34.3%)
Exidia_glandulosa_KZW00143	#87CEEB	Low (32.1%)
Exidia_glandulosa_KZV99159	#87CEEB	Low (33.5%)
Exidia_glandulosa_KZV97177	#87CEEB	Low (35.7%)
Exidia_glandulosa_KZV97181	#905799	Far distant (26.1%)
Exidia_glandulosa_KZV97184	#87CEEB	Low (37.1%)
Exidia_glandulosa_KZV97201	#87CEEB	Low (35.3%)
Exidia_glandulosa_KZV96844	#87CEEB	Low (34.8%)
Exidia_glandulosa_KZV96845	#87CEEB	Low (38.8%)
Exidia_glandulosa_KZV94943	#87CEEB	Low (32.5%)
Exidia_glandulosa_KZV94789	#905799	Far distant (24.8%)
Exidia_glandulosa_KZV94797	#905799	Far distant (26.4%)
Exidia_glandulosa_KZV94640	#87CEEB	Low (33.8%)
Exidia_glandulosa_KZV77838	#87CEEB	Low (30.8%)
Exophiala_aquamarina_KEF62046	#EAFF80	Medium (40.5%)
Exophiala_aquamarina_KEF62518	#87CEEB	Low (32.6%)
Exophiala_aquamarina_KEF62746	#87CEEB	Low (35.3%)
Exophiala_aquamarina_KEF62907	#EAFF80	Medium (40.1%)
Exophiala_aquamarina_KEF63394	#87CEEB	Low (31.9%)
Exophiala_aquamarina_KEF54228	#87CEEB	Low (35.8%)
Exophiala_aquamarina_KEF54088	#87CEEB	Low (31.0%)
Exophiala_aquamarina_KEF53910	#87CEEB	Low (35.4%)
Exophiala_aquamarina_KEF52734	#87CEEB	Low (33.0%)
Exophiala_aquamarina_KEF52499	#87CEEB	Low (31.8%)
Exophiala_aquamarina_KEF60510	#87CEEB	Low (32.5%)
Exophiala_aquamarina_KEF60548	#87CEEB	Low (34.6%)
Exophiala_aquamarina_KEF61934	#905799	Far distant (29.9%)
Exophiala_aquamarina_KEF51547	#905799	Far distant (26.9%)
Exophiala_aquamarina_KEF51548	#905799	Far distant (26.4%)
Exophiala_aquamarina_KEF58803	#87CEEB	Low (34.3%)
Exophiala_aquamarina_KEF58861	#87CEEB	Low (36.7%)
Exophiala_aquamarina_KEF59062	#87CEEB	Low (30.5%)
Exophiala_aquamarina_KEF60007	#87CEEB	Low (30.2%)
Exophiala_aquamarina_KEF51065	#87CEEB	Low (34.4%)
Exophiala_aquamarina_KEF58320	#87CEEB	Low (32.7%)
Exophiala_aquamarina_KEF58391	#905799	Far distant (18.2%)
Exophiala_aquamarina_KEF54733	#87CEEB	Low (37.5%)
Exophiala_aquamarina_KEF54832	#87CEEB	Low (32.8%)
Exophiala_aquamarina_KEF54867	#EAFF80	Medium (44.1%)
Exophiala_dermatitidis_EHY53948	#87CEEB	Low (33.0%)
Exophiala_dermatitidis_EHY55604	#87CEEB	Low (34.0%)
Exophiala_dermatitidis_EHY55603	#87CEEB	Low (30.3%)
Exophiala_dermatitidis_EHY57264	#905799	Far distant (27.4%)
Exophiala_dermatitidis_EHY57381	#905799	Far distant (29.5%)
Exophiala_dermatitidis_EHY58926	#87CEEB	Low (33.5%)
Exophiala_mesophila_KIV96956	#905799	Far distant (29.7%)
Exophiala_mesophila_KIV96959	#905799	Far distant (28.9%)
Exophiala_mesophila_KIV97292	#905799	Far distant (29.5%)
Exophiala_mesophila_KIV95126	#905799	Far distant (29.9%)
Exophiala_mesophila_KIV95478	#87CEEB	Low (33.1%)
Exophiala_mesophila_KIV93258	#87CEEB	Low (35.3%)
Exophiala_mesophila_KIV90699	#905799	Far distant (29.8%)
Exophiala_mesophila_KIV91241	#87CEEB	Low (30.4%)
Exophiala_mesophila_KIV91722	#EAFF80	Medium (45.8%)
Exophiala_mesophila_KIV91864	#905799	Far distant (28.7%)
Exophiala_mesophila_KIV89460	#87CEEB	Low (34.8%)
Exophiala_mesophila_KIV90025	#87CEEB	Low (37.1%)
Exophiala_mesophila_KIV90024	#87CEEB	Low (33.8%)
Exophiala_mesophila_KIV90241	#905799	Far distant (29.4%)
Exophiala_mesophila_KIV88297	#87CEEB	Low (33.7%)
Exophiala_oligosperma_KIW47440	#87CEEB	Low (32.3%)
Exophiala_oligosperma_KIW47875	#87CEEB	Low (33.1%)
Exophiala_oligosperma_KIW47967	#87CEEB	Low (34.9%)
Exophiala_oligosperma_KIW48068	#87CEEB	Low (30.7%)
Exophiala_oligosperma_KIW48757	#87CEEB	Low (30.3%)
Exophiala_oligosperma_KIW45997	#87CEEB	Low (39.6%)
Exophiala_oligosperma_KIW46098	#87CEEB	Low (35.8%)
Exophiala_oligosperma_KIW46405	#87CEEB	Low (34.5%)
Exophiala_oligosperma_KIW45659	#905799	Far distant (29.7%)
Exophiala_oligosperma_KIW45683	#87CEEB	Low (37.1%)
Exophiala_oligosperma_KIW41830	#87CEEB	Low (30.5%)
Exophiala_oligosperma_KIW36093	#905799	Far distant (24.5%)
Exophiala_sideris_KIV84488	#87CEEB	Low (34.4%)
Exophiala_sideris_KIV85434	#87CEEB	Low (31.3%)
Exophiala_sideris_KIV85480	#87CEEB	Low (36.3%)
Exophiala_sideris_KIV86932	#87CEEB	Low (33.9%)
Exophiala_sideris_KIV87519	#87CEEB	Low (30.5%)
Exophiala_sideris_KIV87689	#905799	Far distant (28.8%)
Exophiala_sideris_KIV80056	#905799	Far distant (28.6%)
Exophiala_sideris_KIV80291	#905799	Far distant (29.8%)
Exophiala_sideris_KIV81051	#EAFF80	Medium (45.6%)
Exophiala_sideris_KIV81050	#EAFF80	Medium (41.6%)
Exophiala_sideris_KIV77179	#87CEEB	Low (30.2%)
Exophiala_sideris_KIV78236	#87CEEB	Low (34.7%)
Exophiala_spinifera_KIW20200	#87CEEB	Low (30.5%)
Exophiala_spinifera_KIW20290	#87CEEB	Low (33.9%)
Exophiala_spinifera_KIW21283	#EAFF80	Medium (45.6%)
Exophiala_spinifera_KIW18321	#87CEEB	Low (33.1%)
Exophiala_spinifera_KIW16563	#87CEEB	Low (31.4%)
Exophiala_spinifera_KIW16858	#87CEEB	Low (34.9%)
Exophiala_spinifera_KIW17388	#87CEEB	Low (32.6%)
Exophiala_spinifera_KIW17919	#87CEEB	Low (33.6%)
Exophiala_spinifera_KIW16159	#905799	Far distant (29.9%)
Exophiala_spinifera_KIW16465	#87CEEB	Low (38.8%)
Exophiala_spinifera_KIW14268	#87CEEB	Low (33.3%)
Exophiala_spinifera_KIW14443	#905799	Far distant (28.0%)
Exophiala_spinifera_KIW13351	#87CEEB	Low (34.4%)
Exophiala_spinifera_KIW11772	#87CEEB	Low (31.1%)
Exophiala_spinifera_KIW11811	#905799	Far distant (26.1%)
Exophiala_spinifera_KIW12206	#87CEEB	Low (31.1%)
Exophiala_spinifera_KIW12705	#87CEEB	Low (30.9%)
Exophiala_spinifera_KIW10742	#905799	Far distant (29.0%)
Exophiala_spinifera_KIW10189	#87CEEB	Low (30.7%)
Exophiala_xenobiotica_KIW59427	#87CEEB	Low (33.2%)
Exophiala_xenobiotica_KIW55786	#87CEEB	Low (34.2%)
Exophiala_xenobiotica_KIW56606	#87CEEB	Low (31.8%)
Exophiala_xenobiotica_KIW56612	#87CEEB	Low (30.7%)
Exophiala_xenobiotica_KIW57050	#87CEEB	Low (31.8%)
Exophiala_xenobiotica_KIW57192	#87CEEB	Low (32.9%)
Exophiala_xenobiotica_KIW49685	#905799	Far distant (27.8%)
Exserohilum_turcica_EOA90539	#87CEEB	Low (35.9%)
Exserohilum_turcica_EOA84520	#87CEEB	Low (32.9%)
Exserohilum_turcica_EOA82473	#87CEEB	Low (31.9%)
Exserohilum_turcica_EOA82603	#87CEEB	Low (37.3%)
Exserohilum_turcica_EOA81219	#87CEEB	Low (37.3%)
Fibroporia_radiculosa_CCM05598	#87CEEB	Low (32.2%)
Fibroporia_radiculosa_CCM05599	#87CEEB	Low (30.2%)
Fibroporia_radiculosa_CCM01888	#87CEEB	Low (35.0%)
Fibroporia_radiculosa_CCM04248	#EAFF80	Medium (40.8%)
Fibroporia_radiculosa_CCM04249	#87CEEB	Low (39.1%)
Fibroporia_radiculosa_CCM04250	#87CEEB	Low (38.9%)
Fibroporia_radiculosa_CCM04251	#87CEEB	Low (35.2%)
Fibroporia_radiculosa_CCM04261	#87CEEB	Low (36.5%)
Fibroporia_radiculosa_CCM04264	#87CEEB	Low (36.8%)
Fibroporia_radiculosa_CCL99694	#87CEEB	Low (35.7%)
Fibroporia_radiculosa_CCM04626	#87CEEB	Low (33.5%)
Fibularhizoctonia_sp_KZP02422	#87CEEB	Low (30.6%)
Fibularhizoctonia_sp_KZP31814	#87CEEB	Low (34.2%)
Fibularhizoctonia_sp_KZP31079	#905799	Far distant (21.9%)
Fibularhizoctonia_sp_KZP30036	#EAFF80	Medium (45.1%)
Fibularhizoctonia_sp_KZP29504	#87CEEB	Low (32.6%)
Fibularhizoctonia_sp_KZP24496	#EAFF80	Medium (45.7%)
Fibularhizoctonia_sp_KZP24502	#87CEEB	Low (37.7%)
Fibularhizoctonia_sp_KZP23478	#905799	Far distant (29.5%)
Fibularhizoctonia_sp_KZP23489	#87CEEB	Low (31.3%)
Fibularhizoctonia_sp_KZP23498	#87CEEB	Low (30.6%)
Fibularhizoctonia_sp_KZP23508	#87CEEB	Low (30.9%)
Fibularhizoctonia_sp_KZP23316	#905799	Far distant (29.7%)
Fibularhizoctonia_sp_KZP22813	#87CEEB	Low (30.4%)
Fibularhizoctonia_sp_KZP20199	#87CEEB	Low (30.2%)
Fibularhizoctonia_sp_KZP20205	#87CEEB	Low (30.2%)
Fibularhizoctonia_sp_KZP19764	#87CEEB	Low (36.5%)
Fibularhizoctonia_sp_KZP19766	#87CEEB	Low (36.0%)
Fibularhizoctonia_sp_KZP19767	#87CEEB	Low (36.3%)
Fibularhizoctonia_sp_KZP19338	#87CEEB	Low (37.3%)
Fibularhizoctonia_sp_KZP19343	#87CEEB	Low (38.8%)
